title,author,review,genre,erotic,grotesque,insane,paranomal,esthetic,painful,date
菜食主義者,ハン・ガン,"元々は独立した３作品を収めているとのことだが、全体を通した長編小説として読んだ。最初の菜食主義者が一番インパクトがある。暗く切ない話だと思って読んだが、第２編、第３編と読み進むと実は主人公は別にあるのかと思えてきた。重苦しいのだが、終いまで読んでしまう魅力があった。
=
面白かった。1章はヨンヘの夫の視点、2章はヨンヘの姉の夫の視点、3章はヨンヘの姉の視点から書かれており、ヨンヘ自身は何を考え、どう感じていたのかが知りたいと思った。客観的にはヨンヘが精神を病んだように見えるが、たいがい自分を守るために姉のように狡猾に振る舞うなどして折り合いをつけるのだろうが、ヨンヘは自分の感情に忠実に生きようとしたからなのか。
=
なんとも色彩が濃い。描写もねっとりしてて純文学な感じ。
=
木を崇める私は小さな衝撃を受けた、哲学とアートとグロさが見事に入り混じった作品。
=
読みやすい。「別れを告げない」と「すべての、白いものたちの」を先に読んでいたので少し覚悟していたのだが、丁寧な翻訳もあってすらすら読めた。といって内容は軽いものではない。肉食を拒否し、ついには水以外の摂取を拒んで緩やかに死に向かっていく主婦。本人は死を願っているのではなく植物、いや一本の木になろうとしているのだがこのため彼女の周囲の人々の人生が静かに狂っていく。夫、義兄、その妻にして彼女の姉。それぞれの一人称で語られる３篇の連作小説。",純文学,5,3,5,0,3,3,
教団X,中村文則,"んん…内容が難しい 最後の文献一覧が多くて驚いた。 性の描写が生々しい
=
約10年ぶりに読んだ。 前に読んだ時は、とてつもない衝撃を受けて頭から離れなくなったことを思いだす。 大学受験でメンタルが死んでおり、自分を保つために全ての人を見下すという選択をとっていたので、高原の思想に引っ張られた。また、人間の本質とは性、悪という、どこか当時の自分を肯定するような言葉に安心したところもあった。 今読んでみると、ラストの芳子の言葉に重みを感じる。どんな事でもいいから肯定し、世の出来事に関心を持ち、良くするための歯車となる。この世界で人間として生きていく上で必要なことだなと思った。
=
なんだこれ！　なんかタイトル聞いたことあったから読んでみたけど、ほとんど理解できなかったような気がする　なんかでも、生きていることは何でもないことだけど、すごく価値があることだと思ったな　性描写多すぎやろとか思ってたけど、なんか人間の本質としての肉欲を描くためには必要だったのかもとか思った　むずいし長いし、読み返すかは分かんないけど、読んでよかったな　よく分かんなかったけど、どんどんページめくっちゃうし、なんか結果として面白かったなと思ってる
=
オウム事件にインスパイアされた作品の中でも、宗教や善悪の問題に対して、割とがっぷり四つで取り組んだ大作。物語の展開にスピード感があり、面白く読むことができた。簡単にまとめると「宗教は世間の倫理に捉われないため、善であろうとしながら世間的な悪にもなり得るが、国家はそれ以上の悪だ」ということになるだろうか。作中人物の行動の必然性をもう少し掘り下げても良かった気もするが、そうすると更に紙数が増えてしまうから厳しいかな。
=
独特の世界観。強いカリスマ性のある人間に魅せられ依存していくと、閉鎖的な思考になってしまう。最初と最後は読みやすかったが、途中はかなり頭の中が？？になってしまった。合う合わないに分かれそうな作品。",ミステリー,5,2,4,0,0,2,
スイート・マイ・ホーム,"
神津凛子","想像していたより恐ろしかったです。最後も予想外の終わり方で、ラストまで一貫して怖かったです。
=
最初は家の暖かさに何かの秘密があるのかと思ったがそうではなかった。ホーム販売の女の怪しさは最初から臭っていたし、一見敵に見える人間が実は味方だったというのもよく見るパターン。 特に目新しいところはないが、話法のおもしろさに惹かれて飽きるところはなかったです。 最後のバッドエンドはちょっと悲しかった。
=
真相は中盤から想定できるが結末にたどり着くまでに何度か意表をつかれる、いい知れない恐怖感があるサイコホラー作品。素晴らしい後味の悪さ。2023年に映画化されているらしく、それはそれでビジュアル的にこわいことになりそう。
=
まさに「オゾミス」と呼ぶに相応しい、ジメジメとして陰鬱な恐怖…。あまりにも辛く、しばらく引きずりそうです…。どうか精神的に余裕がある時に読んで、たっぷりと苦しんでみてくださいね。
=
怖かった。怖い、怖すぎる。念願のマイホームを手に入れた賢二。愛する妻と娘と引っ越した家は寒い長野では快適な暖かい『まほうの家』。 幸せな一家のはずが、家の中に漂う誰かの禍々しい気配。そしてまわりに死者がでてくる。 幽霊、お化け系は苦手なんだよなと読み進めていくと、それより怖そうな事実。途中、浮気している時点で賢二の誠実さに?まーくはつくものの、いやいやおいおいのラスト。重い、重すぎる。一番やばいのは誰なのよ、賢二、奥さん❔","ホラー, ミステリー",2,1,5,2,0,2,
玩具修理者,小林泰三,"二つの作品が収録されており、どちらも生命の蘇生を題材にしている。 『玩具修理者』…何でも修理できる者の話。実写化したら相当グロいだろう。視点人物があの人だったとは。 『酔歩する男』…SF色が強い話。タイムリープがストーリーに絡んでくる。事が起きる前の主要人物二人が狂ってる。 両方とも読んで思ったが、叙述トリックってホラーとの相性がいいね。
=
混乱。この本を一言で表すとこの言葉になる。ひとの頭の中が混乱していく様が再現されている。こんなに人が狂気を感じてグチャグチャになっていく姿が文章によって表現できるのが凄い。
=
酔歩する男。みんな言ってそうだけど、世にも奇妙な物語みたいな話だった。時間流感知領域なる脳内の極小の領域だけがこの作品の創作で、それ以外は現実の科学理論のみで時間移動が可能だというロジックが展開されているため、読んでて気味が悪くなってくる。男2人とも最悪の結末を迎えるので後味もすこぶる悪い。わずか170ページでこれ程までの孤独と苦痛と恐怖と絶望を味わうことになるとは思わなかった。
=
玩具修理者は謎のおもちゃ修理の話。何となくクライヴバーカーの短編とか血みどろホラーでオチや展開も先読み出来るだけに怖い！落語的な面白さもある。で、酔歩する男である。玩具がホラーだったし何となくタイトルから乱歩的な話かと思えば途中から恋はデジャヴのようなタイムループSFのようになりドグラマグラ的でもある。で、後半発狂するようなロジック展開。解説でラヴクラフトが上がってたけどなるほどそんな感じもあるしディックの頭おかしくなりそうな感もある。
=
面白かった。 『玩具修理者』は、登場人物が淡々とグロテスクなことを話すのがクセになった。特に顔の肉が落ちた、という表現が好き。玩具修理者の都市伝説的な不気味さも良かった。 『酔歩する男』はSFチック。世にも奇妙な物語的な怖さがある。過去に行こうとしてタイムトラベラーになったが……という話。真面目な物理学の土台から繰り出されるホラーは面白かった。シュレディンガーの猫が元になっている。 あとがきではラヴクラフトが挙げられているが、ドグラマグラにも似ている気がする。不思議な本。",ホラー,0,5,3,3,0,0,
Jの神話,乾くるみ,"途中までは良かった。でも後半の現実離れしたところが興ざめ。一気にわけのわからない気持ち悪い話になったので、二度と読みたくない。
=
苦手とする人は全く受け付けないだろうし嗜好として好きな人には満足できる作品かと。女子校という生々しさを含む閉塞された場所で起こる事件が予想外のクライマックスを迎える件は一気読み必至だしミステリとしても(ラストはさておき)非常に素晴らしく感じた。
=
なんていうか…めちゃくちゃメフィスト賞っぽい作品だった！トンデモ具合が、賞の前身である『姑獲鳥の夏』を彷彿とさせて、途中の染色体の話もわけわからないながらもなんとか飛ばさず読んで。思ってた話と全然違う展開になったけど、面白い。面白いけどキモい。キモいけど、途中でやめられなかったので、もはやJの神話に取り込まれてるかも。未知の生命体が繁殖を試みる、というつながりで『リング』読みたくなってしまった。
=
エロバイオレス同性愛SFとてんこ盛りで、食べ過ぎで吐きそう☆乾くるみのデビュー作をがっつり味わいました。主役の女探偵［黒猫］の扱いが雑すぎて残念。鮫島医師の純愛ゆえの事件だったのでしょうが、彼が殺された理由も分からず。？？ばかりでした。
=
発表された当時も、そして今も(というか今だからこそ非常にセンシティブな内容を扱ってるというか)、読んだ人を困惑させ、いいのか？これは...という気分にさせる。まさに問題作という言葉が相応しい一冊です。",ミステリー,5,3,4,3,3,0,
ファミリーランド,澤村伊智,"面白かった、が強烈な話揃いだった。最後の愛を語るより左記のとおり執り行う、が一番好き。科学が発達したことにより文化が失われているのがユーモラスに書かれている。
=
近未来の家族や人間関係をテーマに置いたSF 本当に近い未来に実現されて問題になりそうな雰囲気を感じさせるコンピューターお義母さんが秀逸 それ以降はディストピア的な空気感漂う作品が強め
=
家族の厭なところを煮詰めに煮詰めた近未来SF短編集。地続きになりかねない、すぐ側のデジタル社会が描かれていて息苦しくなった。過干渉と監視という要素が克明に抽出されており、安易なDXやAI化は凄まじい地獄社会を生み出しそうだな、とげんなりした。収録作の中でも特に「今夜宇宙船の見える丘に」の問題作ぶりが凄い。介護、貧困、年金問題に地球外生命体とのファーストコンタクトをぶち込むという荒技を、皮肉な整合性をもってオチまで書きのけた意欲作。
=
昨今の技術進歩が日常に溶け込み、一般化するというのが近未来という形で描かれており、またそこに澤村さんの人間の怖さが合わさる事で、直球的な怖さというよりも、不気味な雰囲気を終始放っているお話だった。
=
怖いと言えば怖いんだけど、「この世で一番怖いのは人の心」みたいな怖さ。ホラーは好きだけどSFは読んだことがないって人におすすめかな。","SF, ホラー",1,3,3,0,0,2,
墓地を見下ろす家,小池真理子,"30年前のホラーなのでそこまで怖くはないだろう・・・という想像をはるかに超えて怖かったです。読み継がれるホラーにはちゃんと理由があるのだなあ。恐怖の求心力たるや。ページをめくる手が止まらない。そして未読のページがどんどん減っていくのに話の終わりが見えない・・・そして絶句。絶望。好きなホラー小説が増えました。いやあ。怖かった。
=
霊なのかなんなのかわかりませんが、それが強すぎてちょっと反則級でした。なんでもありルールは時代のせいでしょうか。かなり古い本作。怖さというより霊の強さを感じました。どうして一家にこだわるのか、何が目的なのか。とか、そんなのどうでもいいほどの強さ。
=
ジワジワ怖い系かと思ったらパニックものになって最終的にサバイバルになった…。 良くも悪くも一昔前のJホラーって感じの展開とオチ、途中の謎の光線で人が蒸発するのとか含めて霊が強すぎるなと。
=
背筋がぞくりとする描写がただただ恐ろしい。周りの訴えを真に受けない両親にやきもきするが,自分でも体験しなければ信じられないんだろうな。自殺した元嫁の存在が気になったが深掘りされず,やや消化不良ではあるが,原因が分からないのもまた恐怖。
=
都合よく逃げられるのか、何か対峙するものが現れるのか。結局何も分からんかった。得体の知れん状況も原因も、ここの家族が狙われてたんか残ったのが仇になったんか。それすら分からんまま。まぁこの家族もそんな気持ちやったろう。最期どんだけの恐怖を味わったかって考えたら怖いな。墓地が見えるからって直接関係なさそうやけどやっぱ隣接してたから？怪異たちの目的が謎。",ホラー,1,1,0,5,0,0,
アルマジロの手,宇能鴻一郎,"官能的、という惹句に誘われて…。たしかに。すべての話にフェチズムがある。それに、とても美しい文章。官能的であると同時に、滑稽であったり、不気味であったり、おそろしかったりする。「蓮根ボーイ」がこわかった。「鰻池のナルシス」は鰻を食べるのが好きで好きでたまらない、というだけでも、けっこう気持ちが悪い。おもしろかったです。
=
食欲と性欲と旅のしくじり。メキシコの異国情緒あふれる恋愛譚から戦慄の結末を迎える表題作に、日本の衆道史を枕にインドの美少年に人生を狂わされた男の「魔楽」まで、耽美で破滅的な世界が描かれる。旧友との苦い再会を旅情感たっぷりに描いた「海亀祭の夜」が個人的に好み。
=
男色あり近親相姦あり…と書くと単なる官能小説かと思われるでしょうが、ベースにあるのは人間の根源的な欲望を、より濃厚に、より剥き出しに描いた文学作品集です。
=
どの物語もドキっとするような内容。食、性、人間の本質を色々な立場から記してあります。ちょっと怖い話もありましたが、かなり引き込まれました。
=
表題作は純粋な怪奇小説である。他にも怪奇小説ではないが、近しい要素が見え隠れしながら、著者らしい淫靡さに溢れた独特の世界が展開されており、なかなかに読ませる。官能小説はともかく、他にも良い短篇が読めそうな期待を抱かせる短篇集ではあった。","ホラー, 純文学",5,4,5,3,4,3,
姫君を喰う話,宇能鴻一郎,"谷崎潤一郎の作品が好きな人は読むべき短編集です！私はその理由でオススメされたのですが読んで正解でした。官能さ、フェチズム、描写の濃密さ。読者を物語の世界へ引き込んでいく冒頭の巧みな導入もお見事。
=
イヤそ〜な視線を送る表紙が気になり、何となく手にとる。まるで文字で猥褻を視ている感覚とでもいうのかな。それでいて読みやすく流れるように進んだ先に悲哀もある。70年代前後の作品で編集はされているが、それほど女性が虐げられてる感もないので、イヤ〜な気持ちにはならなかったな。
=
掲載されている短編はどれも、官能的でありつつも、ストーリーは面白く、文章も美しい。冗談のようなタイトルの「ズロース挽歌」ですら、一人の男の悲哀に満ちた人生を見事に描いている。そしてなんといっても芥川賞受賞作の「鯨神」の、圧倒的な熱量で人々の生を写し取った筆致に圧倒された。
=
表紙の姫様の憂いを帯びたような哀しげな表情に惹かれジャケ買い。読む人間の心にズバッと迫ってくるような、人間というものの美しさとおぞましさをこれでもかと見せつけてくる感じの短編集。特に表題作の「姫君を喰う話」「花魁小桜の足」「ズローズ挽歌」が印象的。全体的に村社会の光と闇を描いてるのかなと思いました。
=
これはやばい作家に手を出してしまった、という印象。R18とも言うべき濃度で性に触れる内容だが、いやらしいというよりは命の、そして性の真髄、なんだろうな、と。楽しく幸せな性ではなく、暗く、哀しく、秘匿すべき重い性についての話ばかり。そうはありたくなくても、そういう本能をもって生まれてしまった男女の苦しみが胸に刺さる内容。文学的にエロを語る作家という認識しかなかったが、こんなにも暗く、そして深いとは知らなんだ。人としての哀しみの深淵を覗き見たいのであれば、「リソペディオンの呪い」は必読ではなかろうか。","ホラー, 純文学",5,3,5,2,3,2,
日蝕・一月物語,平野啓一郎,"擬古文体で中世ヨーロッパの魔女狩りを描く『日蝕』は、鷗外のパロディを読んでるようで、別に現代を写し鏡的な世界でもなく、なんで日本人のおれがいまこれを読まなきゃいけないんだ感が終始拭えない。『一月物語』は、今度は泉鏡花という感じだが、こっちはまだ伝統的な幽玄の世界を堪能できるので楽しくはあった。
=
中世ヨーロッパとキリスト教の設定だけでも難渋するのに、言葉の嵐のような文体に翻弄されまくる。私日本語ネイティブだよね？って疑いたくなるほど…。何を読まされてるんだ？といも思ってしまう｢日蝕｣と焚刑の迫力にも慄くが、｢一月物語｣も突然命懸けの大恋愛が展開されて唖然とさせられるのに、死の淵刹那の情景と一振りの剣だという台詞の臨場感に納得させられてしまう！こんな秩序立った暴風を書ける(描ける)っていうのは、普段どんな世界が視えているのか…。
=
こういう文体や言葉づかいには全く慣れていないのに、読めば読むほどリズムが馴染んで癖になり、気づけば話の展開に引き込まれる。 それは見てはいけないものをつい見てしまったり、つい追いかけてしまうような感覚と似ているように思う。登場人物たちもそうして人知や理を超えたものに出会い、追い縋ってしまうのだろう。典雅な描写にうっとりしてると、時計の秒針が狂うようにいつのまにか狂気に連れ込まれていたりする。 向こう側から呼びかけられた時、私たちはそれに従わずにいられるのだろうか。
=
何かを求めて旅をし、ついに真の何かの対象に出逢う青年主人公の物語り2篇。それは、『日蝕』の洞窟の中の両性具有者であり、『一月物語』のお寺の庵の中の美女だった。出逢った対象の姿、心を虜にする魅力が、青年が感じるままに描かれている。　　これが何とも想像力を掻き立て、読み落としが無いよう夢中で読んでしまった。古文のような文章で正直読みにくいし、スマホで漢字の意味をいくつも調べる必要があったけれど、これらの作品には現代文よりも合っているのだろうと思う。
=
読みづらくて挫折、寝かせてからふと読み始めたら止まらなくなった。「日蝕」「一月物語」ともに幻想的でありながらミステリー要素もあり、また哲学的な思索も流れていて、特に「一月物語」は人間の意識のあやふやさとかが描かれてて心地よくくらくらした。","ファンタジー, 純文学",4,2,2,2,5,2,
粘膜人間,飴村行,"作者は大丈夫なんだろうか…私もかなりキツイ作品を何本か読んでいるが、この作品はなかなかキツかった。ずっと読みたかった作品ではあるが、再読したいかと言われると難しい。拷問の表現が凄かった。なかなかここまで描けない。最後の終わり方が腑に落ちないというか尻切れトンボというか、もう少しどうなったのか書いて欲しかった。
=
内容はグロい部分が多いがそのキャラクターが空想のキャラなのでホラー要素は和らいだ
=
文字だけでここまで想像させて不愉快にさせるのはすごい。不愉快というよりも少し興奮している自分もいたかもしれない。そう考えると少し怖い。
=
ゴリゴリのエログロ。 グロ耐性あると思ってたけど、初めて小説で気分悪くなった。 最後までどうなるんや？と思って読んでたけど、オチあれかぁ…とちょっと肩透かしくらった気分。 でも設定は奇想天外、激烈で面白いと思った。
=
グロいのに読む手が止まらなく面白かった。最後の感じを見ると続きがあるのかな？と思った。","ファンタジー, ホラー",5,5,4,1,0,0,
粘膜蜥蜴,,"奇天烈な世界観とエロ・グロ描写。その上に魅力的なキャラクター達。どんでん返しと言えるミステリ要素も見事であった。所々で笑える描写もあり、読む手を止めずに楽しめる作品。
=
内臓を直接刺激されるかのような厭さ。『粘膜人間』のエログロを踏襲しつつ、さらに新たなフィールドに持ち込んでいるように見える。ミステリ的な側面がある分、純粋な描写では前作の方が強いが、読んでいる時の楽しさで本作は勝る。かなり好き。
=
エログロ面白かったです。突拍子もない展開なのに、全てが繋がっててラストに驚きもあり良かった。グロ描写の書き方が凄い
=
湿気を帯びたような独特な世界観。好きです。 特に好きだったのは2編目。未開の地を進む恐怖が伝わって、読むページが止まらなかった。 中編(？)集だけど繋がりがあるので長編として楽しめるのも嬉しい。 
=
前作と同じくエログロナンセンスで不道徳の極みなのだが、この世界観は他では味わえない。病院の不気味な地下室、巨大ミミズやゴキブリが跋扈する密林と場面転換が早く、しかも命の軽いこと。あまりのドライさに恐怖や嫌悪もかすんでしまう。一方で雪麻呂と富蔵のとんちんかんな会話やでんでん太鼓の応援歌には笑ってしまった。ただ、最後は大きな愛が示されて神妙な気持ちに。雪麻呂と富蔵は寄り添ってヘルビノの村で一緒に生きていくんだな。傍若無人で愛を知らない心も変わっていければいいな。","ファンタジー, ホラー",5,5,4,1,0,2,
粘膜兄弟,,"拷問シーンとかグロすぎてキツかったけど、登場人物の掛け合いとかけっこうおもしろかった。トランプのくだりとかかなり笑えた。あんなふうに和気藹々と暮らし続けてほしかったなぁ。ヘモやんも亀吉も良いキャラだった。黒助のせいで矢田吉の人生が狂い始めたと考えるとなんか切ない。
=
前2作ほどの重厚感はなく大変読みやすいが、その分毒は薄い。でも読み始めれば粘膜ワールドを充分に堪能できるかな……例によって何が粘膜なのかよくわかんないけど。 ヘモやんはスゴいキャラで、フグリ豚も強烈。 とは言うものの総合的な評価でいうと、うーんて感じ。
=
今回も人には気軽に勧められない内容…ただ毎度おなじみ拷問シーンはこれまでのものより軽い。だけど気持ち悪い！可哀想！と思いながら読みました。飴村氏の作品には理不尽な暴行シーン、不愉快な人物が多く出てくるので毎度イライラするが何故か読むのをやめられない。最後がよくわからなかったのでもう一度見てみようと思います。今回の作品多くの女性読者は引くんじゃないのか…？
=
粘膜シリーズ恒例のグロテスクで奇特な世界観はかなり薄味のように感じましたが、他と比べて遜色なく面白かった。個人的にはかなり嬉しかったですね。何故なら、この作者は独特な世界観に頼らずとも普通に「ただただ面白い話を書くのがめちゃくちゃ上手い人」ってことですから。
=
本作は相変わらずの粘膜シリーズで、グロ、ギャグ、不条理の波に酔える。突拍子もない展開の連続で、作者はどこまで計算しているのだろうか。最後は一応伏線回収出来ているのだが。ラストは輪廻しながら、兄弟で争うというオチは、深読みすると、神話のようにも見えるかも… 若干前作からは勢いが落ちている気もするが、ヘモやんの変態性と、亀吉のかわいさは一読の価値がある。","ファンタジー, ホラー",5,5,4,2,0,0,
粘膜戦士,,"『鉄血』は丸森と金光大佐の掛け合いがおもしろく、そこから一気に引き込まれた。その他の話も、どのように展開するのか予想がつかず、笑えたり、物悲しかったり、気持ち悪かったりで、かなり濃密な一冊だった。
=
これまでの粘膜シリーズに繋がるスピンオフも収録された短編集でスラスラ読めた。耐性がついてきたのかグロさも軽く感じた。個人的には「肉弾」の嫌なラストシーンと「石榴」の甘美で虚しい感じの話が好きだった。爬虫人って実際に見たらかなり怖いんだろうな。
=
4作目にして一周回って帰って来ましたね。ほんと、異形の者と掛け合わせ、異常な性癖を織り交ぜた世界観が面白かったですね。
=
この作品にこそ黒い愉悦を感じる。また、恐怖の背後からユーモアが滲み出ている。
=
どれもおぞましく、ヌメヌメと液体のような不快感を味わえる。身体が痛くなる『鉄血』や『極光』、ラストシーンの苦味が印象的な『肉弾』がお気に入り。唯一無二のこの世界観がたまらない。","ファンタジー, ホラー",5,5,4,2,0,1,
